Unidade;Nome Unidade;Setor;Descrição Setor;Atividade;Máquina;Descrição Máquina;Nº Patrimônio;Plano;Descrição Plano;Sequência Manutenção;Data Execução;Quantidade Período;Sequência Tarefa;Descrição Tarefa;Funcionário;Nome Funcionário;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1555;ESTEIRA SAÍDA MESA ROLANTE VISCERAS PARA TRIPARIA - SISTEMA ELÉTRICO;254252;1;PREVENTIVA;1;23/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1556;ESTEIRA SAÍDA MESA ROLANTE VISCERAS PARA TRIPARIA - SISTEMA DE SEGURANÇA;254252;1;PREVENTIVA;1;23/09/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1557;LAVADOR DE CABEÇA - SISTEMA ELÉTRICO;254273;1;PREVENTIVA;1;25/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254575;DANILO SANTOS DA SILVA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1558;LAVADOR DE CABEÇA - SISTEMA HÍDRICO;254273;1;PREVENTIVA;2;25/09/2025;60;2151;TUBULACAO DE AGUA                                 ;254575;DANILO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1559;LAVADOR DE CARCACAS PRÉ TIPIFICAÇÃO 01;0;1;PREVENTIVA;1;25/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254575;DANILO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1559;LAVADOR DE CARCACAS PRÉ TIPIFICAÇÃO 01;0;1;PREVENTIVA;2;25/09/2025;60;2151;TUBULACAO DE AGUA                                 ;254575;DANILO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1560;LAVADOR DE CARCACAS PÓS TIPIFICAÇÃO 02 - SISTEMA ELÉTRICO;254276;1;PREVENTIVA;1;25/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254575;DANILO SANTOS DA SILVA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1561;LAVADOR DE CARCACAS PÓS TIPIFICAÇÃO 02 - SISTEMA HÍDRICO;254276;1;PREVENTIVA;1;25/09/2025;60;2151;TUBULACAO DE AGUA                                 ;254575;DANILO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1562;LAVADOR DE CARCACAS PÓS TIPIFICAÇÃO 02 - MOTOBOMBA;254276;1;PREVENTIVA;1;25/09/2025;60;53118;Verificar condição geral da bomba, carcaça, vedações (selo mecânico/gaxeta), vazamentos, fixação, pressão e funcionamento em geral;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;254575;DANILO SANTOS DA SILVA;;;;;;;;;;;;;;;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1707;LAVADOR DE CABEÇA - MOTOBOMBA;254273;1;PREVENTIVA;1;25/09/2025;60;53118;Verificar condição geral da bomba, carcaça, vedações (selo mecânico/gaxeta), vazamentos, fixação, pressão e funcionamento em geral;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;254575;DANILO SANTOS DA SILVA;;;;;;;;;;;;;;;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1728;CÂMARA DE SEQUESTRO EVISCERAÇÃO DIF - ELEVADOR PNEUMÁTICO;0;1;PREVENTIVA;2;23/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;418663;ELIAS VERNES BIANCHI;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1729;CÂMARA DE SEQUESTRO EVISCERAÇÃO DIF - ELEVADOR PNEUMÁTICO - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;23/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;418663;ELIAS VERNES BIANCHI;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1730;CÂMARA DE SEQUESTRO EVISCERAÇÃO DIF - ELEVADOR PNEUMÁTICO - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;23/09/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;418663;ELIAS VERNES BIANCHI;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1921;SERRA CARCAÇA KENTMASTER BANDMASTER V SD 03 - MOTOR;0;1;PREVENTIVA;1;19/07/2025;60;16;REVISAR REDUTOR E MOTOR;304853;KEVIN RAPHAEL DO PRADO MACHADO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1922;SERRA CARCAÇA KENTMASTER BANDMASTER V SD 03 - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;19/07/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;304853;KEVIN RAPHAEL DO PRADO MACHADO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;1923;SERRA CARCAÇA KENTMASTER BANDMASTER V SD 03 - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;19/07/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;304853;KEVIN RAPHAEL DO PRADO MACHADO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3557;NÓRIA DE EVISCERAÇÃO SULMAQ - ESTICADOR PNEUMÁTICO;253999;1;PREVENTIVA;1;13/09/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3563;NÓRIA ELEVATÓRIA PARA PENDURA E SANGRIA SULMAQ - ESTICADOR;253959;1;PREVENTIVA;1;13/09/2025;60;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3565;NÓRIA TRANSPORTE LATERAL DA SANGRIA E ESCALDAGEM SULMAQ - SISTEMA DE SEGURANÇA;253960;1;PREVENTIVA;1;19/09/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3568;NÓRIA DE TRANSPORTE DE SANGRIA E ESCALDAGEM SULMAQ - ESTICADOR PNEUMÁTICO;253957;1;PREVENTIVA;1;19/09/2025;60;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3569;POLIDORA LAVADORA 3 ROLOS PRÉ ESCALDAGEM SULMAQ - SISTEMA HÍDRICO;253972;1;PREVENTIVA;1;27/09/2025;60;2151;TUBULACAO DE AGUA                                 ;254575;DANILO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3571;TANQUE DE ESCALDAGEM SULMAQ - PAINEL DE CONTROLE DE TEMPERATURA 07;253974;1;PREVENTIVA;1;19/09/2025;60;5141;VERIFICAR CONDIÇÕES GERAIS, VEDAÇÃO E FUNCIONAMENTO DA VÁLVULA GUILHOTINA.;254575;DANILO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3572;NÓRIA ELEVATÓRIA PARA REPENDURA SULMAQ - ESTICADOR;0;1;PREVENTIVA;1;19/09/2025;60;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3583;INSENSIBILIZADOR CO2 BUTINA - ESTEIRA DE LONA - SISTEMA ELÉTRICO;253954;1;PREVENTIVA;1;04/10/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3584;INSENSIBILIZADOR CO2 BUTINA - ESTEIRA DE LONA - SISTEMA DE SEGURANÇA;253954;1;PREVENTIVA;1;04/10/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3585;INSENSIBILIZADOR CO2 BUTINA - PORTÃO EMPURRADOR FINAL - SISTEMA ELÉTRICO;253954;1;PREVENTIVA;1;04/10/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3586;INSENSIBILIZADOR CO2 BUTINA - PORTÃO EMPURRADOR FINAL - SISTEMA DE SEGURANÇA;253954;1;PREVENTIVA;1;04/10/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3587;INSENSIBILIZADOR CO2 BUTINA - MESA DE ROLETES;253954;1;PREVENTIVA;1;04/10/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3588;INSENSIBILIZADOR CO2 BUTINA - MESA DE ROLETES - SISTEMA PNEUMÁTICO;253954;1;PREVENTIVA;1;04/10/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3589;INSENSIBILIZADOR CO2 BUTINA - TRILHO PRINCIPAL;253954;1;PREVENTIVA;1;22/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3590;INSENSIBILIZADOR CO2 BUTINA - TRILHO PRINCIPAL - SERVOMOTOR 01;253954;1;PREVENTIVA;1;10/10/2025;60;21;REVISÃO NOS MOTORES;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3591;INSENSIBILIZADOR CO2 BUTINA - TRILHO PRINCIPAL - SERVOMOTOR 02;253954;1;PREVENTIVA;1;10/10/2025;60;21;REVISÃO NOS MOTORES;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3592;INSENSIBILIZADOR CO2 BUTINA - TRILHO PRINCIPAL - PORTÃO EMPURRADOR 01;253954;1;PREVENTIVA;1;20/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3593;INSENSIBILIZADOR CO2 BUTINA - TRILHO PRINCIPAL - PORTÃO EMPURRADOR 02;253954;1;PREVENTIVA;1;20/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3594;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 02;253954;1;PREVENTIVA;1;27/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3595;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 02 - SISTEMA MECÂNICO;253954;1;PREVENTIVA;1;27/09/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3596;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 02 - SISTEMA ELÉTRICO;253954;1;PREVENTIVA;1;27/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3597;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 02 - SISTEMA DE SEGURANÇA;253954;1;PREVENTIVA;1;27/09/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3598;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 03;253954;1;PREVENTIVA;1;27/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3599;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 03 - SISTEMA ELÉTRICO;253954;1;PREVENTIVA;1;10/10/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3601;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 03 - SISTEMA DE SEGURANÇA;253954;1;PREVENTIVA;1;27/09/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3602;INSENSIBILIZADOR CO2 BUTINA - PORTA CORREDIÇA 03 - SISTEMA MECÂNICO;253954;1;PREVENTIVA;1;10/10/2025;60;21;REVISÃO NOS MOTORES;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3603;INSENSIBILIZADOR CO2 BUTINA - CABINE INSENSIB.;253954;1;PREVENTIVA;1;27/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3607;INSENSIBILIZADOR CO2 BUTINA - CABINE INSENSIB. - PORTÃO DE ENTRADA;253954;1;PREVENTIVA;1;10/10/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3607;INSENSIBILIZADOR CO2 BUTINA - CABINE INSENSIB. - PORTÃO DE ENTRADA;253954;1;PREVENTIVA;2;10/10/2025;60;5292;TROCA DE CORREIAS DENTADAS;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3608;INSENSIBILIZADOR CO2 BUTINA - CABINE INSENSIB. - PORTÃO E TOMBADOR DE SAÍDA;253954;1;PREVENTIVA;1;10/10/2028;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3608;INSENSIBILIZADOR CO2 BUTINA - CABINE INSENSIB. - PORTÃO E TOMBADOR DE SAÍDA;253954;1;PREVENTIVA;2;10/10/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3609;INSENSIBILIZADOR CO2 BUTINA - SIST. DE GIRO DAS GAIOLAS - GAIOLAS;253954;1;PREVENTIVA;1;10/10/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;3757;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA SUJA - ESTICADOR PNEUMÁTICO;254505;1;PREVENTIVA;1;20/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985342;PRÉDIO ABATE E RESFRIAMENTO;0;1;PREVENTIVA;2;10/12/2024;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985354;DEPILADOR CONTÍNUO SULMAQ - RASPADOR PELOS;252930;1;PREVENTIVA;14;31/05/2025;60;64;REVISÃO GERAL NOS COMPONENTES;418663;ELIAS VERNES BIANCHI;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985355;CHAMUSCADOR AUTOMÁTICO SULMAQ 600;253992;1;PREVENTIVA;22;11/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;418663;ELIAS VERNES BIANCHI;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985355;CHAMUSCADOR AUTOMÁTICO SULMAQ 600;253992;1;PREVENTIVA;23;20/09/2025;60;5149;LIMPAR BICOS DO CHAMUSCADOR.;418663;ELIAS VERNES BIANCHI;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985358;DOSADOR PÓS NÓRIA ELEVATÓRIA DE REPENDURA SULMAQ - SISTEMA ELÉTRICO;253990;1;PREVENTIVA;1;26/07/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;418663;ELIAS VERNES BIANCHI;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985359;INSENSIBILIZADOR CO2 BUTINA - ESTEIRA DE LONA;253958;1;PREVENTIVA;3;01/04/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254020;VALDOMIRO VICENTE DA CUNHA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;1;28/10/2023;7;53191;VERIFICAR CONCENTRAÇÃO DE CO²;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;3;28/10/2023;7;53193;VERIFICAR O FILTRO DE SUCÇÃO DE CO2;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;5;28/10/2023;7;53209;VERIFICAR/AJUSTAR A CORRENTE PRINCIPAL;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;6;28/10/2023;7;53196;VERIFICAR DESGASTE NOS EIXOS DE DESCARGA E BUCHAS;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;7;28/10/2023;7;53197;VERIFICAR DESGASTE NOS ROLOS DE DESCARGA;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;8;28/10/2023;7;53199;VERIFICAR DESGASTE NOS GUIAS LINEARES;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;9;28/10/2023;7;53200;VERIFICAR DESGASTE NOS GUIAS LINEARES DA PAREDE CORREDIÇA, PORTA DIVISORA E UNIDADE ELEVATÓRIA;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;10;28/10/2023;7;53201;VERIFICAR DESGASTE NOS ROLOS DE LEVANTAMENTO DO PORTÃO ELEVATÓRIO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;11;28/10/2023;7;53202;VERIFICAR DESGASTE NO DISPOSITIVO DE APERTO NA UNIDADE ELEVATÓRIA;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;12;28/10/2023;7;53204;VERIFICAR DESGASTE NOS MANCAIS DO EIXO SUPERIOR NO BOX DE INSENSIBILIZAÇÃO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;13;28/10/2023;7;53205;VERIFICAR DESGASTE NO PONTO CENTRAL DO BOX INTERNO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;14;28/10/2023;7;53206;VERIFICAR DESGASTE E ROMPIMENTO NO EIXO DO PORTÃO (BOX DE INSENSIBILIZAÇÃO);;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;15;28/10/2023;7;53207;VERIFICAR A VÁLVULA DE RETENÇÃO NO FINAL DO TUBO DE VENTILAÇÃO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985360;INSENSIBILIZADOR CO2 BUTINA;253954;1;PREVENTIVA;16;28/10/2023;7;53208;VERIFICAR SE HÁ VAZAMENTO NO SISTEMA PNEUMÁTICO;;254020;VALDOMIRO VICENTE DA CUNHA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99985362;LAVADOR DE CARCAÇAS SAÍDA ÁREA SUJA SULMAQ;253973;1;PREVENTIVA;2;19/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254575;DANILO SANTOS DA SILVA;;
